y_true,churn_probability,churn_prediction,cashback_pct,risk_score,risk_category,risk_tier,cluster,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,rfm_total,rfm_segment,device_per_tenure,cashback_per_order,inactivity_ratio,persona,recommended_action
0,0.01764705926179886,0,54.556666666666665,0.1825,Low,Low Risk,1,2.0,Computer,1,9.0,Debit Card,Male,3.0,5,Mobile Phone,1,Married,3,1,13.0,1.0,3.0,3.0,163.67,10,Loyal,1.6666666666666667,40.9175,1.0,Đô thị Trung thành,✅ Duy trì chăm sóc tiêu chuẩn
0,0.0018691588193178177,0,112.23,0.3751,High,High Risk,3,,Mobile,1,6.0,Debit Card,Male,2.0,3,Mobile Phone,3,Divorced,2,0,22.0,0.0,1.0,1.0,112.23,6,Recent Customers,3.0,56.115,1.0,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
0,0.1714285731315613,0,122.77,0.4117,High,High Risk,2,,Mobile,2,9.0,UPI,Male,2.0,3,Mobile,4,Married,4,1,11.0,0.0,1.0,3.0,122.77,5,Hibernating,3.0,61.385,3.0,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
0,0.0,0,81.185,0.2713,Medium,Medium Risk,1,8.0,Mobile,2,10.0,UPI,Male,3.0,4,Mobile Phone,2,Divorced,2,0,20.0,2.0,2.0,3.0,162.37,9,Loyal,0.4444444444444444,54.123333333333335,0.3333333333333333,Đô thị Trung thành,💳 Gửi mã Freeship định kỳ
0,0.010606060922145843,0,43.98666666666667,0.1471,Low,Low Risk,2,1.0,Mobile,1,25.0,Credit Card,Male,3.0,4,Mobile,5,Divorced,2,0,12.0,1.0,3.0,3.0,131.96,8,Hibernating,2.0,32.99,1.5,Đô thị Trung thành,✅ Duy trì chăm sóc tiêu chuẩn
1,0.7861688554286956,1,79.925,0.2733,Medium,Medium Risk,1,1.0,Mobile,1,9.0,Debit Card,Male,4.0,4,Mobile Phone,3,Single,4,0,12.0,1.0,2.0,1.0,159.85,11,Loyal,2.0,53.28333333333333,0.5,Đô thị Trung thành,💳 Gửi mã Freeship định kỳ
1,0.9991379261016846,1,122.85,0.4184,High,High Risk,3,,Computer,1,10.0,Cash on Delivery,Male,2.0,3,Mobile,2,Single,19,1,23.0,1.0,1.0,0.0,122.85,7,Recent Customers,3.0,61.425,0.0,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
0,0.01764705926179886,0,22.516923076923078,0.0754,Very Low,Low Risk,0,12.0,Computer,1,13.0,Credit Card,Male,2.0,4,Others,1,Married,2,0,,6.0,13.0,3.0,292.72,14,Champions,0.3076923076923077,20.90857142857143,0.2307692307692307,VIP Ổn định,✅ Duy trì chăm sóc tiêu chuẩn
1,0.8029893577098847,1,77.28,0.2646,Medium,Medium Risk,1,1.0,Mobile,2,25.0,UPI,Male,3.0,2,Mobile Phone,5,Married,2,0,18.0,2.0,2.0,1.0,154.56,11,Loyal,1.0,51.52,0.5,Đô thị Trung thành,💳 Gửi mã Freeship định kỳ
0,0.0,0,291.44,0.9741,Critical,High Risk,2,23.0,Mobile,1,10.0,Debit Card,Male,3.0,3,Others,4,Married,4,0,14.0,,1.0,6.0,291.44,9,Hibernating,0.125,145.72,0.25,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
0,0.04102564156055451,0,76.595,0.2563,Medium,Medium Risk,2,1.0,Mobile,1,11.0,Credit Card,Male,3.0,2,Mobile Phone,5,Married,4,0,17.0,1.0,2.0,3.0,153.19,8,Hibernating,1.0,51.06333333333333,1.5,Đô thị Trung thành,💳 Gửi mã Freeship định kỳ
0,0.0,0,170.05,0.5684,Critical,High Risk,3,26.0,Mobile,1,30.0,Credit Card,Male,2.0,1,Fashion,1,Married,4,0,15.0,0.0,1.0,2.0,170.05,9,Recent Customers,0.037037037037037,85.025,0.074074074074074,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
0,0.0018691588193178177,0,41.37,0.1383,Very Low,Low Risk,0,8.0,Mobile,1,15.0,Debit Card,Female,3.0,4,Fashion,3,Married,2,1,20.0,3.0,5.0,15.0,206.85,9,Champions,0.4444444444444444,34.475,1.6666666666666667,VIP Ổn định,✅ Duy trì chăm sóc tiêu chuẩn
0,0.04102564156055451,0,233.55,0.7809,Critical,High Risk,0,14.0,Mobile,3,11.0,E wallet,Male,4.0,5,Fashion,1,Married,9,0,12.0,2.0,,12.0,233.55,11,Champions,0.3333333333333333,233.55,0.8,VIP Ổn định,"🎁 VIP Care: Liên hệ cá nhân, tặng quà tri ân"
0,0.0,0,52.452,0.1753,Low,Low Risk,0,31.0,Mobile,1,9.0,Debit Card,Female,4.0,5,Grocery,1,Single,5,1,14.0,,5.0,4.0,262.26,12,Champions,0.15625,43.71,0.125,VIP Ổn định,✅ Duy trì chăm sóc tiêu chuẩn
0,0.04102564156055451,0,16.390714285714285,0.0551,Very Low,Low Risk,0,15.0,Mobile,3,11.0,E wallet,Female,3.0,4,Fashion,3,Married,2,1,14.0,6.0,14.0,,229.47,15,Champions,0.25,15.298,,VIP Ổn định,✅ Duy trì chăm sóc tiêu chuẩn
0,0.0,0,171.04,0.5717,Critical,High Risk,3,6.0,Mobile,3,14.0,E wallet,Male,2.0,3,Laptop & Accessory,3,Married,1,0,12.0,0.0,1.0,2.0,171.04,9,Recent Customers,0.4285714285714285,85.52,0.2857142857142857,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
0,0.0018691588193178177,0,39.67125,0.1326,Very Low,Low Risk,0,24.0,Mobile,1,9.0,Credit Card,Male,4.0,4,Others,3,Married,4,1,,5.0,8.0,8.0,317.37,12,Champions,0.16,35.263333333333335,0.32,VIP Ổn định,✅ Duy trì chăm sóc tiêu chuẩn
0,0.0,0,62.715,0.2096,Low,Low Risk,3,9.0,Mobile,1,,Debit Card,Female,3.0,3,Mobile,3,Married,5,0,13.0,2.0,2.0,2.0,125.43,7,Recent Customers,0.3,41.81,0.2,Đô thị Trung thành,✅ Duy trì chăm sóc tiêu chuẩn
0,0.0930232584476471,0,72.9,0.2444,Low,Low Risk,2,2.0,Mobile,1,8.0,Cash on Delivery,Male,3.0,4,Mobile Phone,5,Single,4,0,12.0,2.0,2.0,3.0,145.8,7,Hibernating,1.3333333333333333,48.6,1.0,Đô thị Trung thành,✅ Duy trì chăm sóc tiêu chuẩn
0,0.0,0,157.69,0.5271,Critical,High Risk,0,29.0,Mobile,1,9.0,Credit Card,Male,3.0,5,Others,5,Married,10,0,,1.0,2.0,1.0,315.38,14,Champions,0.1666666666666666,105.12666666666668,0.0333333333333333,VIP Ổn định,"🎁 VIP Care: Liên hệ cá nhân, tặng quà tri ân"
0,0.29118840098381044,0,125.66,0.4223,High,High Risk,3,0.0,Computer,1,,Credit Card,Male,3.0,4,Mobile,3,Married,2,1,15.0,0.0,1.0,1.0,125.66,6,Recent Customers,4.0,62.83,1.0,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
1,0.6084279447793961,1,22.675714285714285,0.0805,Very Low,Low Risk,0,21.0,Mobile,1,9.0,Debit Card,Male,3.0,4,Others,4,Single,9,1,,8.0,14.0,9.0,317.46,11,Champions,0.1818181818181818,21.164,0.4090909090909091,VIP Ổn định,✅ Duy trì chăm sóc tiêu chuẩn
0,0.0,0,13.23,0.0442,Very Low,Low Risk,1,12.0,Mobile,1,8.0,Cash on Delivery,Female,3.0,4,Laptop & Accessory,3,Single,2,0,11.0,2.0,11.0,10.0,145.53,8,At Risk,0.3076923076923077,12.1275,0.7692307692307693,Đô thị Trung thành,✅ Duy trì chăm sóc tiêu chuẩn
0,0.0018691588193178177,0,139.31,0.4656,High,High Risk,3,5.0,Mobile,3,10.0,Debit Card,Female,2.0,3,Mobile Phone,4,Divorced,3,0,11.0,1.0,1.0,2.0,139.31,6,Recent Customers,0.5,69.655,0.3333333333333333,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
0,0.0,0,19.194000000000003,0.0641,Very Low,Low Risk,0,31.0,Computer,3,9.0,Credit Card,Male,3.0,4,Grocery,4,Married,6,0,23.0,,15.0,15.0,287.91,11,Champions,0.125,17.994375,0.46875,VIP Ổn định,✅ Duy trì chăm sóc tiêu chuẩn
0,0.07407407164573669,0,158.69,0.531,Critical,High Risk,2,2.0,Mobile,3,16.0,Credit Card,Male,2.0,4,Laptop & Accessory,3,Single,10,0,11.0,1.0,1.0,4.0,158.69,7,Hibernating,1.3333333333333333,79.345,1.3333333333333333,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
1,1.0,1,77.2,0.2658,Medium,Medium Risk,1,0.0,Mobile,3,21.0,Credit Card,Male,2.0,5,Laptop & Accessory,1,Married,7,1,14.0,1.0,2.0,2.0,154.4,10,Loyal,5.0,51.46666666666667,2.0,Đô thị Trung thành,💳 Gửi mã Freeship định kỳ
1,0.975032377243042,1,22.59,0.0831,Very Low,Low Risk,1,0.0,Mobile,3,33.0,Debit Card,Male,2.0,3,Laptop & Accessory,1,Single,2,1,18.0,0.0,7.0,7.0,158.13,10,Loyal,3.0,19.76625,7.0,Đô thị Trung thành,✅ Duy trì chăm sóc tiêu chuẩn
0,0.0,0,160.68,0.5371,Critical,High Risk,0,29.0,Mobile,2,33.0,UPI,Male,4.0,2,Others,4,Married,6,1,,2.0,2.0,5.0,321.36,11,Champions,0.0666666666666666,107.12,0.1666666666666666,VIP Ổn định,"🎁 VIP Care: Liên hệ cá nhân, tặng quà tri ân"
0,0.0018691588193178177,0,21.786666666666665,0.0728,Very Low,Low Risk,1,3.0,Computer,1,15.0,Credit Card,Male,,3,Laptop & Accessory,5,Married,2,0,11.0,5.0,6.0,10.0,130.72,7,At Risk,0.75,18.674285714285716,2.5,Đô thị Trung thành,✅ Duy trì chăm sóc tiêu chuẩn
0,0.0,0,130.69,0.4368,High,High Risk,2,12.0,Mobile,1,9.0,Credit Card,Male,,4,Laptop & Accessory,3,Married,1,0,15.0,0.0,1.0,7.0,130.69,4,Hibernating,0.3076923076923077,65.345,0.5384615384615384,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
0,0.010606060922145843,0,49.586666666666666,0.1658,Low,Low Risk,2,9.0,Computer,1,11.0,UPI,Male,3.0,5,Mobile Phone,1,Married,3,0,14.0,2.0,3.0,3.0,148.76,9,Hibernating,0.5,37.19,0.3,Đô thị Trung thành,✅ Duy trì chăm sóc tiêu chuẩn
0,0.01764705926179886,0,45.56,0.1524,Low,Low Risk,0,17.0,Mobile,1,13.0,Credit Card,Female,3.0,5,Others,3,Married,9,0,,4.0,7.0,15.0,318.92,11,Champions,0.2777777777777778,39.865,0.8333333333333334,VIP Ổn định,✅ Duy trì chăm sóc tiêu chuẩn
0,0.2856158554553986,0,82.385,0.2776,Medium,Medium Risk,1,1.0,Mobile,1,9.0,UPI,Male,3.0,4,Mobile Phone,3,Married,8,1,20.0,1.0,2.0,3.0,164.77,9,Loyal,2.0,54.92333333333334,1.5,Đô thị Trung thành,💳 Gửi mã Freeship định kỳ
0,0.0,0,80.96,0.2706,Medium,Medium Risk,1,10.0,Computer,1,10.0,Cash on Delivery,Male,3.0,4,Mobile Phone,4,Married,3,0,13.0,1.0,2.0,8.0,161.92,7,Loyal,0.3636363636363636,53.97333333333333,0.7272727272727273,Đô thị Trung thành,💳 Gửi mã Freeship định kỳ
0,0.0,0,152.94,0.5112,Critical,High Risk,2,3.0,Mobile,1,22.0,Debit Card,Male,2.0,1,Laptop & Accessory,3,Married,4,0,16.0,1.0,1.0,7.0,152.94,5,Hibernating,0.25,76.47,1.75,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
0,0.0018691588193178177,0,208.45,0.6967,Critical,High Risk,2,19.0,Mobile,1,13.0,Credit Card,Male,3.0,3,Fashion,3,Married,7,0,13.0,1.0,1.0,7.0,208.45,8,Hibernating,0.15,104.225,0.35,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
0,0.01764705926179886,0,141.97,0.4747,High,High Risk,3,10.0,Mobile,1,16.0,Debit Card,Male,2.0,3,Laptop & Accessory,4,Single,3,1,12.0,0.0,1.0,1.0,141.97,7,Recent Customers,0.2727272727272727,70.985,0.0909090909090909,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
0,0.01764705926179886,0,112.455,0.376,High,High Risk,0,13.0,Mobile,1,13.0,Credit Card,Male,3.0,5,Fashion,5,Married,6,0,16.0,2.0,2.0,,224.91,14,Champions,0.3571428571428571,74.97,,VIP Ổn định,"🎁 VIP Care: Liên hệ cá nhân, tặng quà tri ân"
0,0.0,0,88.97,0.2974,Medium,Medium Risk,1,4.0,Mobile,1,23.0,Debit Card,Male,3.0,2,Laptop & Accessory,3,Married,5,0,17.0,2.0,2.0,8.0,177.94,8,Loyal,0.4,59.31333333333333,1.6,Đô thị Trung thành,💳 Gửi mã Freeship định kỳ
0,0.0,0,18.779285714285717,0.0628,Very Low,Low Risk,0,30.0,Computer,3,8.0,Credit Card,Male,2.0,3,Grocery,4,Married,5,0,22.0,,14.0,14.0,262.91,11,Champions,0.0967741935483871,17.527333333333335,0.4516129032258064,VIP Ổn định,✅ Duy trì chăm sóc tiêu chuẩn
1,0.871377968788147,1,121.48,0.4128,High,High Risk,2,,Mobile,2,26.0,Credit Card,Female,3.0,3,Mobile,4,Married,1,1,11.0,0.0,1.0,4.0,121.48,4,Hibernating,3.0,60.74,4.0,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
0,0.0018691588193178177,0,50.14333333333334,0.1676,Low,Low Risk,2,10.0,Mobile,1,9.0,Debit Card,Female,4.0,4,Mobile Phone,3,Married,6,0,14.0,3.0,3.0,3.0,150.43,9,Hibernating,0.3636363636363636,37.6075,0.2727272727272727,Đô thị Trung thành,✅ Duy trì chăm sóc tiêu chuẩn
0,0.0018691588193178177,0,76.995,0.2574,Medium,Medium Risk,1,12.0,Mobile,3,16.0,E wallet,Male,4.0,5,Mobile Phone,4,Married,2,0,20.0,1.0,2.0,3.0,153.99,9,Loyal,0.3846153846153846,51.330000000000005,0.2307692307692307,Đô thị Trung thành,💳 Gửi mã Freeship định kỳ
0,0.0,0,292.02,0.9761,Critical,High Risk,2,18.0,Mobile,1,6.0,UPI,Male,3.0,1,Others,1,Married,1,0,,1.0,1.0,7.0,292.02,9,Hibernating,0.0526315789473684,146.01,0.3684210526315789,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
0,0.0,0,79.885,0.267,Medium,Medium Risk,1,5.0,Mobile,1,9.0,Debit Card,Male,4.0,4,Mobile Phone,3,Married,3,0,15.0,1.0,2.0,4.0,159.77,9,Loyal,0.6666666666666666,53.25666666666667,0.6666666666666666,Đô thị Trung thành,💳 Gửi mã Freeship định kỳ
0,0.01764705926179886,0,287.89,0.9624,Critical,High Risk,2,19.0,Mobile,3,10.0,E wallet,Female,2.0,4,Others,4,Divorced,3,0,14.0,,1.0,8.0,287.89,8,Hibernating,0.2,143.945,0.4,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
0,0.010606060922145843,0,87.78,0.2935,Medium,Medium Risk,1,3.0,Mobile,1,15.0,Credit Card,Male,4.0,5,Laptop & Accessory,1,Married,3,1,16.0,2.0,2.0,3.0,175.56,10,Loyal,1.25,58.52,0.75,Đô thị Trung thành,💳 Gửi mã Freeship định kỳ
0,0.0,0,175.1,0.5853,Critical,High Risk,2,16.0,Mobile,1,17.0,Debit Card,Male,1.0,3,Fashion,3,Married,2,0,17.0,1.0,1.0,9.0,175.1,7,Hibernating,0.1764705882352941,87.55,0.5294117647058824,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
0,0.0018691588193178177,0,28.931428571428572,0.0967,Very Low,Low Risk,0,9.0,Mobile,1,7.0,Cash on Delivery,Female,3.0,5,Fashion,5,Married,3,1,21.0,7.0,7.0,7.0,202.52,11,Champions,0.5,25.315,0.7,VIP Ổn định,✅ Duy trì chăm sóc tiêu chuẩn
0,0.0,0,165.53,0.5533,Critical,High Risk,3,11.0,Mobile,1,8.0,Debit Card,Male,2.0,3,Laptop & Accessory,3,Married,10,0,14.0,1.0,1.0,0.0,165.53,10,Recent Customers,0.25,82.765,0.0,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
0,0.0018691588193178177,0,155.62,0.5202,Critical,High Risk,3,9.0,Computer,1,12.0,Debit Card,Male,3.0,1,Laptop & Accessory,5,Married,4,1,13.0,0.0,1.0,2.0,155.62,9,Recent Customers,0.1,77.81,0.2,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
0,0.0018691588193178177,0,103.015,0.3443,High,High Risk,0,8.0,Mobile,3,10.0,Credit Card,Female,4.0,5,Laptop & Accessory,1,Married,5,1,13.0,1.0,2.0,2.0,206.03,12,Champions,0.5555555555555556,68.67666666666666,0.2222222222222222,VIP Ổn định,"🎁 VIP Care: Liên hệ cá nhân, tặng quà tri ân"
0,0.0,0,42.8575,0.1432,Low,Low Risk,1,4.0,Mobile,1,13.0,Credit Card,Female,2.0,3,Fashion,2,Single,2,1,14.0,2.0,4.0,10.0,171.43,8,Loyal,0.6,34.286,2.0,Đô thị Trung thành,✅ Duy trì chăm sóc tiêu chuẩn
1,0.8004208564758301,1,113.59,0.3859,High,High Risk,3,,Computer,3,6.0,Debit Card,Female,2.0,5,Mobile Phone,3,Single,2,0,12.0,1.0,1.0,0.0,113.59,7,Recent Customers,5.0,56.795,0.0,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
0,0.04102564156055451,0,22.200000000000003,0.0745,Very Low,Low Risk,0,9.0,Computer,3,16.0,Credit Card,Male,2.0,3,Fashion,2,Single,2,0,14.0,1.0,9.0,7.0,199.8,11,Champions,0.3,19.98,0.7,VIP Ổn định,✅ Duy trì chăm sóc tiêu chuẩn
0,0.0,0,55.800000000000004,0.1865,Low,Low Risk,1,22.0,Mobile,1,13.0,Debit Card,Male,4.0,5,Laptop & Accessory,3,Single,4,0,14.0,1.0,3.0,3.0,167.4,10,Loyal,0.217391304347826,41.85,0.1304347826086956,Đô thị Trung thành,✅ Duy trì chăm sóc tiêu chuẩn
0,0.010606060922145843,0,84.505,0.2825,Medium,Medium Risk,1,1.0,Mobile,1,16.0,Credit Card,Male,4.0,2,Mobile Phone,3,Married,3,0,17.0,1.0,2.0,5.0,169.01,8,Loyal,1.0,56.336666666666666,2.5,Đô thị Trung thành,💳 Gửi mã Freeship định kỳ
1,0.9903894901275635,1,83.92,0.2882,Medium,Medium Risk,1,1.0,Computer,1,35.0,Debit Card,Male,4.0,5,Laptop & Accessory,5,Single,5,0,21.0,1.0,2.0,4.0,167.84,9,Loyal,2.5,55.946666666666665,2.0,Đô thị Trung thành,💳 Gửi mã Freeship định kỳ
0,0.14117647409439088,0,215.57,0.7216,Critical,High Risk,3,0.0,Mobile,3,13.0,Debit Card,Male,2.0,4,Fashion,2,Married,10,0,21.0,1.0,1.0,,215.57,12,Recent Customers,4.0,107.785,,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
0,0.03529411852359772,0,74.62666666666667,0.2497,Low,Low Risk,0,8.0,Mobile,3,7.0,E wallet,Male,3.0,4,Fashion,1,Single,3,0,22.0,2.0,3.0,,223.88,14,Champions,0.4444444444444444,55.97,,VIP Ổn định,✅ Duy trì chăm sóc tiêu chuẩn
0,0.0018691588193178177,0,143.23,0.4787,High,High Risk,2,8.0,Mobile,2,14.0,Cash on Delivery,Male,3.0,3,Mobile Phone,3,Single,2,0,17.0,0.0,1.0,4.0,143.23,5,Hibernating,0.3333333333333333,71.615,0.4444444444444444,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
1,0.27746290266513823,0,19.696666666666665,0.068,Very Low,Low Risk,0,4.0,Mobile,1,18.0,Cash on Delivery,Female,2.0,3,Others,3,Divorced,2,0,,9.0,15.0,8.0,295.45,12,Champions,0.6,18.465625,1.6,VIP Ổn định,✅ Duy trì chăm sóc tiêu chuẩn
0,0.010606060922145843,0,260.64,0.8713,Critical,High Risk,0,16.0,Mobile,3,22.0,E wallet,Female,3.0,3,Grocery,1,Married,6,1,22.0,0.0,,9.0,260.64,11,Champions,0.1764705882352941,260.64,0.5294117647058824,VIP Ổn định,"🎁 VIP Care: Liên hệ cá nhân, tặng quà tri ân"
0,0.01764705926179886,0,165.82,0.5544,Critical,High Risk,2,4.0,Mobile,3,8.0,Debit Card,Male,3.0,3,Laptop & Accessory,2,Single,5,1,13.0,1.0,1.0,5.0,165.82,7,Hibernating,0.6,82.91,1.0,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
0,0.0018691588193178177,0,168.11,0.5619,Critical,High Risk,2,14.0,Computer,1,8.0,UPI,Female,3.0,4,Laptop & Accessory,3,Single,3,1,17.0,0.0,1.0,7.0,168.11,7,Hibernating,0.2666666666666666,84.055,0.4666666666666667,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
0,0.04102564156055451,0,42.1925,0.1413,Low,Low Risk,1,1.0,Mobile,1,24.0,Credit Card,Female,3.0,5,Laptop & Accessory,3,Married,3,0,16.0,3.0,4.0,3.0,168.77,10,Loyal,2.5,33.754000000000005,1.5,Đô thị Trung thành,✅ Duy trì chăm sóc tiêu chuẩn
1,0.3883178934454918,0,26.985,0.0932,Very Low,Low Risk,1,1.0,Mobile,1,11.0,Cash on Delivery,Male,3.0,4,Mobile Phone,2,Divorced,3,1,16.0,6.0,6.0,7.0,161.91,10,Loyal,2.0,23.13,3.5,Đô thị Trung thành,✅ Duy trì chăm sóc tiêu chuẩn
0,0.0930232584476471,0,89.16,0.2987,Medium,Medium Risk,1,5.0,Computer,3,9.0,UPI,Male,3.0,4,Laptop & Accessory,5,Single,9,0,14.0,1.0,2.0,4.0,178.32,10,Loyal,0.6666666666666666,59.44,0.6666666666666666,Đô thị Trung thành,💳 Gửi mã Freeship định kỳ
0,0.010606060922145843,0,72.2,0.2414,Low,Low Risk,0,15.0,Mobile,1,8.0,Debit Card,Male,2.0,3,Others,3,Married,6,0,11.0,,4.0,14.0,288.8,10,Champions,0.1875,57.760000000000005,0.875,VIP Ổn định,✅ Duy trì chăm sóc tiêu chuẩn
0,0.0018691588193178177,0,26.623333333333335,0.089,Very Low,Low Risk,1,10.0,Mobile,1,12.0,Credit Card,Male,2.0,1,Laptop & Accessory,5,Married,5,1,13.0,6.0,6.0,7.0,159.74,10,Loyal,0.0909090909090909,22.82,0.6363636363636364,Đô thị Trung thành,✅ Duy trì chăm sóc tiêu chuẩn
0,0.04102564156055451,0,142.49,0.4766,High,High Risk,3,8.0,Computer,1,10.0,Debit Card,Male,2.0,3,Laptop & Accessory,3,Single,2,1,11.0,1.0,1.0,1.0,142.49,7,Recent Customers,0.3333333333333333,71.245,0.1111111111111111,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
0,0.010606060922145843,0,68.615,0.2294,Low,Low Risk,3,1.0,Mobile,1,7.0,Debit Card,Male,3.0,4,Mobile Phone,3,Divorced,3,0,23.0,1.0,2.0,2.0,137.23,7,Recent Customers,2.0,45.74333333333333,1.0,Đô thị Trung thành,✅ Duy trì chăm sóc tiêu chuẩn
0,0.0018691588193178177,0,87.895,0.2938,Medium,Medium Risk,1,10.0,Computer,3,15.0,Cash on Delivery,Male,3.0,4,Laptop & Accessory,2,Married,6,0,14.0,2.0,2.0,8.0,175.79,8,Loyal,0.3636363636363636,58.59666666666666,0.7272727272727273,Đô thị Trung thành,💳 Gửi mã Freeship định kỳ
0,0.0018691588193178177,0,86.33,0.2886,Medium,Medium Risk,1,15.0,Mobile,1,19.0,Debit Card,Male,3.0,4,Mobile Phone,2,Divorced,5,1,12.0,2.0,2.0,1.0,172.66,11,Loyal,0.25,57.553333333333335,0.0625,Đô thị Trung thành,💳 Gửi mã Freeship định kỳ
1,0.014693540707230567,0,113.345,0.379,High,High Risk,0,17.0,Mobile,1,9.0,Cash on Delivery,Female,4.0,5,Fashion,1,Married,2,0,17.0,1.0,2.0,,226.69,14,Champions,0.2777777777777778,75.56333333333333,,VIP Ổn định,"🎁 VIP Care: Liên hệ cá nhân, tặng quà tri ân"
0,0.010606060922145843,0,75.07,0.251,Low,Low Risk,2,3.0,Mobile,1,35.0,Debit Card,Female,4.0,4,Mobile Phone,1,Married,6,0,23.0,2.0,2.0,8.0,150.14,6,At Risk,1.0,50.04666666666666,2.0,Đô thị Trung thành,✅ Duy trì chăm sóc tiêu chuẩn
0,0.010606060922145843,0,87.495,0.2925,Medium,Medium Risk,1,1.0,Mobile,3,10.0,UPI,Female,3.0,4,Laptop & Accessory,3,Married,2,0,22.0,1.0,2.0,3.0,174.99,10,Loyal,2.0,58.330000000000005,1.5,Đô thị Trung thành,💳 Gửi mã Freeship định kỳ
0,0.0,0,154.7,0.5171,Critical,High Risk,2,5.0,Mobile,1,8.0,Credit Card,Male,2.0,3,Laptop & Accessory,4,Married,1,0,13.0,0.0,1.0,6.0,154.7,7,Hibernating,0.5,77.35,1.0,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
0,0.04102564156055451,0,61.76333333333333,0.2067,Low,Low Risk,0,8.0,Mobile,3,10.0,Debit Card,Female,3.0,6,Laptop & Accessory,1,Single,7,0,13.0,2.0,3.0,3.0,185.29,11,Champions,0.6666666666666666,46.3225,0.3333333333333333,VIP Ổn định,✅ Duy trì chăm sóc tiêu chuẩn
0,0.010606060922145843,0,101.615,0.3397,Medium,Medium Risk,0,9.0,Mobile,3,10.0,Debit Card,Male,4.0,4,Fashion,2,Married,8,0,14.0,1.0,2.0,9.0,203.23,9,Champions,0.4,67.74333333333333,0.9,VIP Ổn định,⭐ Đề xuất nâng cấp gói hội viên (Up-sell)
0,0.0,0,151.31,0.5057,Critical,High Risk,3,9.0,Computer,1,10.0,Debit Card,Female,3.0,3,Laptop & Accessory,4,Married,8,0,13.0,1.0,1.0,2.0,151.31,7,Recent Customers,0.3,75.655,0.2,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
1,0.8387049436569214,1,68.805,0.2365,Low,Low Risk,3,1.0,Mobile,1,15.0,Debit Card,Female,3.0,5,Mobile Phone,4,Single,3,0,13.0,1.0,2.0,1.0,137.61,7,Recent Customers,2.5,45.870000000000005,0.5,Đô thị Trung thành,✅ Duy trì chăm sóc tiêu chuẩn
0,0.01764705926179886,0,25.536,0.0855,Very Low,Low Risk,3,7.0,Mobile,1,8.0,Debit Card,Male,,4,Mobile,3,Married,4,0,12.0,5.0,5.0,7.0,127.68,7,At Risk,0.5,21.28,0.875,Đô thị Trung thành,✅ Duy trì chăm sóc tiêu chuẩn
0,0.07407407164573669,0,142.56,0.4771,High,High Risk,2,0.0,Mobile,3,10.0,E wallet,Male,2.0,4,Laptop & Accessory,5,Married,2,0,12.0,1.0,1.0,3.0,142.56,6,Hibernating,4.0,71.28,3.0,Đô thị Trung thành,⚠️ Risk Alert: Gửi email thăm dò mức độ hài lòng
